Kat	Wes	GOLD	Subtype	Perturbation	N1	Sentence Raw Text
I	N/A		I	0	day	Part of that drop can be explained by Antonini 's strategy of lowering prices on thousands of items , such as health and beauty products , household goods , and consumables like detergents , to become more competitive day to day .
I	N/A		I	0	day	Papa became vice principal and Mama was the matron , which meant she ran things day to day at the school .
I	N/A		I	0	day	It 's day to day .
I	N/A		I	0	day	" Now we can watch the tropical Pacific day to day . "
I	N/A		I	0	day	But you ca n't live with somebody day to day .
I	N/A		I	0	day	Small at birth , they grow imperceptibly day to day , yet gratify us with noble stature as decades drift steadily by .
I	N/A		I	0	day	Living day to day , ordinary citizens , politicians , and economic reporters alike have a natural tendency to concentrate on the trees that have problems , not the forest that is thriving .
I	N/A		I	0	day	With few exceptions ( such as Disney TV chief Dennis Hightower and Richard Parsons , Time Warner 's president ) , African-Americans have n't other powerful execs who run showbiz day to day -- jobs that often lead to ownership positions .
I	N/A		I	0	day	It changes day to day , " said one close adviser .
I	N/A		I	0	day	My mom was there day to day one time even selling fish bait for six dollars a day .
I	N/A		I	0	day	I admire his simple and direct response to life lived as accumulating experience gathered day to day , and his discovery of a structure to represent these experiences .
I	N/A		I	0	day	Domi-ciles across the centuries , ancient Roman town houses to 18th-century Japanese dwellings , giving a detailed view of how the inhabitants lived day to day .
I	N/A		I	0	day	But people who work with victims day to day know this goes on all the time .
I	N/A		I	0	day	Punch passes are transferable and good day to day .
I	N/A		I	0	day	A lot of it is so regimented day to day , they lose that
I	N/A		I	0	day	I tried to stay upbeatthat 's my personality , and I did n't want people to notice any change was thankful to be back , but I wanted to find more meaning in what I did day to day .
I	N/A		I	0	day	Yet day to day , the NRA is a force with few equals in Washington .
I	N/A		I	0	day	How do successful bidders regard their treasures now and how do they live with them day to day ?
I	N/A		I	0	day	The passenger with overweight is kept dangling , and stress of that kind , however welcome at a casino , is not welcome , day to day , checking in at airports .
I	N/A		I	0	day	That sense of accountability led him to delay hiring a chief operating officer so that he could learn how Exide ran day to day .
I	N/A		I	0	day	Parsons ( far left ) day to day .
I	N/A		I	0	day	Rates vary widely day to day based on demand .
I	N/A		I	0	day	Michael it in almost the same words as those deployed by Chase Brandon- " less Mission Impossible " and more about the families and lifestyles and personal day to day lives of the men and women of the CIA . "
I	N/A		I	0	day	Through my experience as 've been blessed to learn how to recognize generational patterns-like the pattern of poverty in my family , the pattern of living hand to mouth , day to day , not even working .
I	N/A		I	0	day	I work day to day , without a contract .
I	N/A		I	0	day	They do not balance their nutrient budgets day to day , as endotherms do , or even week to week ; their schedule is an annual one .
I	N/A		I	0	day	If you talk to people who are really in the trenches day to day , trying to make conservation work on the ground ... what they will tell you is the Center 's tactics have been so sharply polarizing and divisive that it 's made the task of conservation harder , not easier , " says one long-time Washington , D.C. activist who declined
I	N/A		I	0	day	We 're very involved with the company day to day .
I	N/A		I	0	day	We in the United States have no idea what it is to live day to day in sub-Saharan Africa , in Guatemala , in the barrios of Brazil .
I	N/A		I	0	day	When Parton is n't in front of the public , she says , the pair 's day to day life is " simple and ordinary . "
I	N/A		I	0	day	And yet , day to day , Manchester Bidwell displays a quality almost as rare , and perhaps as valuable , as genius .
I	N/A		I	0	day	It 's day to day for us . 
I	N/A		I	0	day	" Disturbances look very similar day to day , " says David Nolan of the Rosenstiel School , " and then all of a sudden you get a big burst of convection , then within six hours it becomes a depression , then it becomes a hurricane , then it 's flooding my apartment . "
I	N/A		I	0	day	They spend little time learning about day to day problems such as fatigue , pain , helping people with the mind-body issues , or preventive medicine .
I	N/A		I	0	day	For the over 90 percent of other problems we experience in our day to day life , it is time to create a new brand of primary care practitioners made up of those well-trained in both natural healing and principles of modern medicine .
I	N/A		I	0	day	Instead , her teachers build the curriculum on the fly , around whatever the kids express interest in day to day .
I	N/A		I	0	day	It 's a way to give those clothing looks even more personality and to change them day to day a beautifully cut black dress and use the jewelry to change the point of view .
I	N/A		I	0	day	Neu , pastoral associate at the Catholic Community at the University of California , San Diego ( UCSD ) , encounters very few alienated Catholics in her day to day work with young adults .
I	N/A		I	0	day	I have come to understand that cutting big electrical loads and learning to live day to day with less electricity takes up more time and attention than installing solar panels or a wind turbine .
I	N/A		I	0	day	If you can get your innate body rhythms in sync with the food , activity , and rest you need , you can not only get healthier but even feel better day to day , " Edlund says .
