Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation.1	N1	Sentence Raw Text
J	4	J	J		J	0	crust	For now , only low-cost U.S. carriers like Spirit and Frontier airlines have dipped to 28 inches of seat pitch -- about enough room for two large Domino 's pizzas , placed to crust , assuming the passenger in front does n't recline .
I	4	I	I		I	0	culture	Attitudes toward women have likely ebbed and flowed through the years , and to culture .
I	4	I	I		I	0	culture	Do you think that there is an international conspiracy , to culture to control and to dominate women ?
J	4	J	J		J	0	culture	"By studying the subject matter of the arts , we can connect to culture and see and feel the joys and sorrows of our ancestors . "" "
F	4	F	F		F	0	cup	Ladle 1/3 to cup of batter onto hot surface , and turn when bubbles appear on surface and bottoms Cook second side for 2 to 3 minutes , or until bottoms turn golden .
F	4	F	F		F	0	cup	One cup or one piece of fruit , plus whole-grain toast and cottage cheese with cinnamon Morning snack : to cup of vegetables such as carrot sticks or broccoli spears with hummus Lunch :
F	4	F	F		F	0	customers	Turns out he was serving to customers .
F	4	F	F		F	0	cuts	"People prefer "" tough "" to cuts they think are easy ( though the cuts in question are rarely tough on the people analyzing them ) ."
F	4	F	F		F	0	cuts	Although both houses would cut many programs across the board , the linchpin in both plans are savage to cuts to Medicare .
I	4	I	I		I	0	cycle	"A lot of gay donors are driven , to cycle , by the notion that there 's going to be an epiphany-that one day they 'll wake up and accept us , "" he said ."
I	4	I	I		I	0	cycle	"That remains true in 2019 , even as terms like "" focus-grouped "" and "" poll-tested "" have become everyday pejoratives for politicians who just ca n't relate , advised by ladder-climbing staffers who tend to play it safe to cycle ."
I	4	I	I		I	0	cycle	Is it uncommon for ovulation and luteal phase to fluctuate to cycle ?
J	4	J	J		J	0	dad	to dad , do n't tell me about it .
F	4	F	F		F	0	data	The objectives of this paper are to : 1 ) describe distributional information on belugas in Cook Inlet during June/July , the optimal survey period ( belugas outside the inlet are reported by Laidre et al . ( 2000 ) ) , 2 ) compare recent distributional to data collected in previous surveys , and 3 ) provide group size estimates for calculations of stock size .
I	4	J	I	I?	I	0	daughter	to daughter , we breed true .
I	4	I			I	0	day	We have to apply discretion to to day life issues , but choosing one person over another at any given moment does n't mean we did so due to a lack of equality .
I	4	I			I	0	day	 A lot of us live to day and never really give thought to ( history ) . 
I	4	I			I	0	day	Generate a system that permits you to improvement a few possibilities with regards to your site to day .
I	4	I			I	0	day	REAL LIFE ACTIVISM Tea Party Rally attendance -- CHECK Local Tea Party Rally booth manning -- CHECK Local Tea Party planning meetings -- CHECK - Engaging in lots of conversations in to day life .
I	4	I	I		I	0	day	Even they know how empty and stupid their herd instinct and gullibility made to day lives .
I	4	I			I	0	day	To get past years , the fashion to day functions have been completely ever more inclining when it comes to Ugg sheepskin boots configurations .
I	4	I			I	0	day	I wo n't say more than that because I simply have n't been in New York for a sustained period since October and ca n't speak well on the to day meetings and discussions had in physical spaces .
I	4	I			I	0	day	Needless to say , there was ample opportunity to see clerics and religious in to day life .
I	4	I			I	0	day	"I love the "" there is no more stress "" attitude -- gon na start trying that in my to day : )"
I	4	I			I	0	day	to day I follow my intuition and do what feels good .
I	4	I			I	0	day	If they would hire an employee who was probably the manager , but at the very least the face of the business on a to day basis , who would lie , berate and refuse to cooperate with someone who had just been in an accident , what does that say about their scruples and their overall fairness with customers ?
I	4	I			I	0	day	Do n't get me wrong -- life is not perfect and I do n't expect it to be , but I have a bit more clarity in living out my to day happenings .
I	4	I			I	0	day	With all the the other angst and depression we have to deal with in our to day lives I say bravo to that !
I	4	I			I	0	day	It 's no secret that institutions of all stripes focus their communications on certain messages to day .
I	4	I			I	0	day	The to day tasks of our work often can serve to cloud our vision of the larger picture .
I	4	I			I	0	day	At to day stuff anyway .
I	4	I			I	0	day	Instead I wait to day and both our town 's leadership lack of communication and competence coupled with JCPL 's planning .
I	4	I			I	0	day	This post will include some tips for being productive , and just as importantly , feeling more productive in to day life .
I	4	I			I	0	day	To know more about him , do visit his technology blog where he shares several unique tips on blogging basics , Internet marketing and to day computing .
I	4	I			I	0	day	Copper could be used for to day purchases when pure bartering for goods wo n't be sufficient .
I	4	I			I	0	day	This book is going to tell you to give 100 percent effort in your to day actions , and make certain you put in a real full day of work everyday .
I	4	I			I	0	day	Your health and well being are deeply impacted by your diet and to day lifestyle .
I	4	I			I	0	day	The difference lies in the methods and tools that a data journalist uses in their to day activity .
I	4	I			I	0	day	It 's easier to fall into by accident , and that 's where the structural influences come into play , the ones most women do n't even see as they are making those tiny to day decisions that lead to a lesser career .
I	4	I			I	0	day	NBR has an ending segment in which both sides are usually represented to day , but I have long felt a certain rightward lean overall .
I	4	I			I	0	day	Last but not the least Samsungs Solo microwave ovens are experts in making done your to day cooking stuff like defrosting , reheating and cooking , the brand Samsung has got 10 Grill Microwave models .
I	4	I			I	0	day	Some will argue that the uptick in to day extremes is due to the fact that we were in a bear market .
I	4	I			I	0	day	I 've never been formally treated however , and am finally ready to start the process of possibly understanding/calming the storm that is my to day life .
I	4	I			I	0	day	Another reasonably loan is brief term day loan which give the specified total to the vendee so he will meet his to day wants simply .
I	4	I			I	0	day	As a last resort , people have gone back to the days of hunting and gathering in order to make it to day .
I	4	I			I	0	day	The benefits of supply chain solutions can be felt not just in to day scenarios , but also in situations involving a crisis , where immediate solutions to disruptions need to be worked out .
I	4	I			I	0	day	"Washington coach Lorenzo Romar said Suggs is "" to day "" and will be reassessed after Washington travels across the country ."
I	4	I			I	0	day	I actually wrote on my blog today if I had to guess , looks like he 's not using the Oval , certainly not for to day work yet .
I	4	I			I	0	day	Negative thoughts can have a drastic impact on a business as you begin to not deal with situations and problems , or even to day routines as productively .
I	4	I			I	0	day	Money is vital in our to day lives and that 's why many people do everything to lay their hands on it .
I	4	I			I	0	day	to gull dimbulbs into believing they were getting ' savings ' of course now if you do n't have one you get cheated on a regular basis -- so I too have them in fake names -- but I am not preening about my savings but annoyed that I prices that were normal to day prices before they instituted all these ' savings ' or to get loss leader specials that were once available without the fuss I do nt like not knowing what the card does , so I always ask if they can tell me what I give up in exchange for the
I	4	I			I	0	day	Aware that she was undergoing financial hardship and the strain already showing in her to day demeanor the Krim family offered to alleviate Ortega 's duress by offering her an extra five hours of work a week .
I	4	I			I	0	day	Its ruled by what people in positions of authority see on a to day basis .
I	4	I			I	0	day	Hi Barbara , Talking about weeds , I 'm having a lot of trouble reconciling the concepts of ultimate truth and conventional truths and applying them to to day living .
I	4	I			I	0	day	Your question of reconciling them as concepts in to day
I	4	I			I	0	day	applying them to to day living .
I	4	I			I	0	day	Your question of reconciling them as concepts in to day living is an interesting one .
I	4	I			I	0	day	On a practical to day level , we must continue to live our values , plant seeds ( such as continuing to have children and transmit our values to them ) and always be ready to teach others .
I	4	I			I	0	day	Human nature seems to drive our instincts more often than not with no real thought given for our collective to day muddlings .
