Orig Label	Perturbation	Subtype	Orig Label.1	Perturbation.1	True NPN	N1	Sentence Raw Text
Y	2		Y	0	N	day	They are beholden to a fringe and embed its extremism in their to day day legislating .
Y	2	I	Y	0	N	day	I do n't blame them for bringing me here or for my to day day struggles that come with my undocumented status .
Y	2		Y	0	N	day	Friend in NJ going on a week with no power ( she lost power on Sunday , not reported by the media ) , says nobody is thinking about voting , they are concerned about keeping warm and to day day survival .
Y	2		Y	0	N	day	When people in poor communities do n't get good early educations , when their prime is spent battling to day day just to get home safe or take care of kids -- those key moments in life when you get that initial investment in your own wealth creation are lost forever .
Y	2		Y	0	N	day	As I look upon the to day day struggle I think about how history can sometimes cycle in a way that can only be described as a half synchronous doppelganger in time , the same types of people seem to always show up in history .
Y	2		Y	0	N	day	However so much depends on to day day variability of the precise positions of all the weather systems that I realise I am a bit out on a limb there .
Y	2		Y	0	N	day	I understand the police deals with a lot of wackos on a to day day basis , but there are also concerned citizens among us who want to do the right thing .
Y	2		Y	0	N	day	The narrator simply talks about the members of his family and their struggles in to day day life .
Y	2		Y	0	N	day	The CEO runs the company to day day .
Y	2		Y	0	N	day	"I think the division of labor in households still leans more toward woman taking to day day responsiblity , and "" man 's work "" is more sporadic ."
Y	2		Y	0	N	day	Physically I start out with the new system as an external drive , work it up , then swap the internal for the external once I am ready to use the new system to day day .
Y	2		Y	0	N	day	"So while the economists guessed totally wrong about just about everything in September "" consumers "" unlike economists , actually had their boots , and eyes and ears , on the ground , and actually experienced real life as it is on a to day day basis ."
Y	2		Y	0	N	day	This beautiful love story has been going strong for over 4 years now and has portrayed the love between two men on a to day day basis .
Y	2		Y	0	N	day	She will be writing about her to day day life including her family , weight loss , financial situations , and spiritual walk .
Y	2		Y	0	N	day	Dave Battery is the best battery and they should 've included something a bit bigger , but it 's not that much of a power drainer as you would think in to day day use .
Y	2		Y	0	N	day	For I am basing my objections to your condemnations of Muslims in the West to my to day day experiences with Muslims in a Western country .
Y	2		Y	0	N	day	Well , there 's more too , but just on a to day day coping level I just do n't think they had it .
Y	2		Y	0	N	day	As to growing defense expenditures , there 's a big literature on that ; including richer countries spend more on their military to modernize them , the issues of piracy , drug and human trafficking , and other issues that tend to be the to day day concerns of many countries , and of course longer term planning for contingencies as well .
Y	2		Y	0	N	day	He is not the only issue on the O line , since OT King Dunlap is to day day with a hamstring ( see , they do n't just get hurt in Dallas ) .
Y	2		Y	0	N	day	This blog is primarily a record of my to day day mini adventures with fibre and along the way I add bits about walking , my family ( human and otherwise ) and photographs .... lots and lots of photographs .
Y	2		Y	0	N	day	Do they have no core beliefs , being driven to day day by polling ?
Y	2		Y	0	N	day	to day day usage , these devices are n't nearly as radically different as you 'd like to believe .
Y	2		Y	0	N	day	This pocket comes in handy and gets a lot of use to day day .
Y	2		Y	0	N	day	"it a lack of clear vision ? "" Progress , I 'd say that spiritual development has to take place in a context of dealing with realities -- "" chop wood , carry water "" -- but there 's more to it than that ; plenty of people spend their lives doing the to day day work and never shake themselves out of their mental rut ."
Y	2		Y	0	N	day	We are committed to adding fun and excitement to your to day day online shopping needs .
Y	2		Y	0	N	day	Your objective here is to try to avoid having to open your app drawer at all in to day day use .
Y	2		Y	0	N	day	We 're surrounded by it in our to day day life and the way if influences the decisions we make is far more drastic than you probably realise .
Y	2		Y	0	N	day	If the SEC starting showing it could litigate something other than insider trading cases effectively that would change the dynamic with securities firms , both on a to day day basis and in those cases it did decide to settle .
Y	2		Y	0	N	day	"Overly optimistic , perhaps , but reasonably involved in his team 's to day day operations basically said , "" Great job , go out and do it again . "" Really ?"
Y	2		Y	0	N	day	Try to plan out on a to day day basis when you 're going to work on each one of these things .
Y	2		Y	0	N	day	Now that you know the benefits of exercising , do n't you think it 's time that you incorporate it in your to day day routine ?
Y	2		Y	0	N	day	Inspiration is great , but unless you provide the vunerable with ' to day day ' tools , your inspiration is actually their demise .
Y	2		Y	0	N	day	Understood through his own words , to day day and year to year , Burton becomes a fully rounded human being who , with a wealth of talent and a surprising burden of insecurity , confronts the peculiar challenges of a life lived largely in the spotlight . ' '
Y	2		Y	0	N	day	It implies that people have stopped using PCs for to day day stuff and have restricted them to just excel and word type activities .
Y	2		Y	0	N	day	Then , theres just the unpredictability of running a jewelry store on a to day day basis .
Y	2		Y	0	N	day	But at the same time I do think the definition of what is ' basic necessity living ' has changed and in that vein we could use a bit more of Danish attitudes in how we live our to day day lives .
Y	2		Y	0	N	day	I hope there 's still a place for you here as Adam returns to the to day day .
Y	2		Y	0	N	day	Believe me when I say I am fully aware , however for my own sanity and the management of my to day day anxiety ( which I ca n't have these words and images burnt even deeper into my brain .
Y	2		Y	0	N	day	"things as , "" If you ca n't afford treatments then you ca n't afford a baby ! "" I get where people may feel this way , but to go into multiple thousands of dollars in debt just to have a CHANCE at getting pregnant is different than shelling out the normal to day day dollars that a child incurs ."
Y	2		Y	0	N	day	It might not accurately represent to day day search trends , but the statistics do help illustrate the increasing popularity and international importance of mobile search .
Y	2		Y	0	N	day	But , if it simply formulated this way : ... there is a substantial category of men who under to day day cirsumstnaces never commit rape who , under specific altered cirsumstances usually commit rape though I 'm sure someone will think of a way to do it experimentally , it would be indirect and unclear ) .
